package|requirement
Autograde|
BeautifulCharts|
Bivouac|
Boris|
Cerealizer|
CodeSkel|
Configo|
DB2CSV|
DIRECT|
DeformAlchemy|
Django-ArrayAccum|
Dymo|
EPost|
EmailLove|
Eve|
Ferra|
Flask-DBConfig|
Flask-DebugToolbar-LineProfilerPanel|
Flask-Fanstatic|
Flask-Foundation|
Flask-GoogleLogin|
Flask-Injector|
Flask-Injector|Flask
Flask-Injector|injector
Flask-Misaka|
Flask-RSTPages|
Flask-StatHat|
Flask-ToyBox|
Flask-Twip|
FunctionalExtensions|
GestPYPay|
Gnotty|
HL7py|
HiveFDW|
Husky|
HyperKitty|
ImmutablePy|
KittyStore|
M30W|
MSPlot|
MetOffer|
MetaChecka2000|
Mezzanine|requests-oauthlib
ModelicaRes|
Mongothon|
Muxpy|
NaiveBayes|
Notario.minion|
OpenElectrophy|
Optimus|
Orange-Network|
PassTools|
PilotMapReduce|
Pizco|
Plim|
PopIt-Python|
Postcodes|
Products.AccessibleReferenceBrowserWidget|
Products.EventRegistration|
Products.PloneHotfix20121106|
Products.ZODBCDA|
PyAuParser|
PyLogWatch|
PyNetMet|
PyOPC|
PyPhyloGenomics|
PyReaktor|
PySixel|
PySpotCam|
PyWheel|
Pycdm|
Pyll|
Pymote|
Pymote|PySide
Pymote|ipython
Pymote|matplotlib
Pymote|numpy
Pymote|pypng
Pynuts|
Pyvolution|
QUnitSuite|
RMASAdapter|
RandString|
RapidSMS|
RedCache|
SRFax|
Shimehari-DebugToolbar|
SimpleHMMER|
SimpleURL|
Tungsten|
Twisted|pydoctor
Unimod|
Verilog_VCD|
Word-game|
Worklog|
Zero-Thumbnails|
adi.workingcopyflag|
aliUtil|
alignment|
amitu.lipy|
amo-validator|fastchardet
amo-validator|natsort
appengine-mailer|
appsettings|
appypi|
archetypes.linguakeywordwidget|
argcomplete|
argcomplete|coverage
argcomplete|flake8
argcomplete|pexpect
argcomplete|wheel
argdeclare|
arrow|
arrow|python-dateutil
asciitomathml|
assignmentprint|
astropost|
audiosocket|
automata|
awstools|
bandpage|
banknumber|
barman|argcomplete
basedata|
bashquote|
behave|sphinx-bootstrap-theme
blockdiagcontrib-excelhogan|
blockdiagcontrib-excelshape|
bobtemplates.kotti|
bottle-pycassa|
braspag|
brightway2|
brotherprint|
btlroute|
butler|
bw2all|
bw2calc|
bw2ui|
bwikibot|
c2c.recipe.facts|
caatinga|
call|
campari|
canossa|
carp|
casjobs|
catbox|
ccp_sde_parser|
cdb_query|
cf-check-apps|
cff_utily|
chargebee|
clamd|
clastic|
cleancat|
cleancat|coverage
cleancat|pytest
cleancat|python-dateutil
cliff-rackspace|
clitool|
clonehub|
closure-soy|
cloudpy|
cmakelint|
cmakelint|configparser
cmakelint|flake8
cmakelint|mock
cmakelint|pylint
cmakelint|pyparsing
cmakelint|pytest
cmakelint|pytest-cov
cmakelint|testfixtures
cmsplugin-text-wrapper|
cnv|
codegen|
collective.csv2atvocabularymanager|
collective.dancingcustomtemplates|
collective.datatablesviews|
collective.portlet.discussion|
collective.portlet.jqueryuicalendar|
collective.portletalias|
collective.ptg.flickr|
collective.ptg.picasa|
collective.ptg.quicksand|
collective.ptg.shufflegallery|
collective.richdescription|
collective.singingnotify|
collective.upgrade|
colly|
colourless|
common-python-difio|
continuously|
couchbasekit|
cowboy|
cqlengine|
crawly|
cs.editablefooter|
cs.portlet.aemet|
csdjango.contactform|
cspace-HgSite|
csv_overview|
csvquerytool|
ctypes_configure2|
cubicweb|wsgicors
curly|
cursedmongo|
d3gem|
dagdo|
dark-side|
data247|
dataTXT|
datab|
debugged|
deform_widget_dynatree|
dexy_templates|
difio-appfog-python|
difio-cloudcontrol-python|
dj-settings-helpers|
dj.chain|
django-abstract-templates|
django-accounts-cbv|
django-admin-bootstrapped|
django-adworks|
django-assetfiles|
django-autohide-help|
django-balanced|
django-blogs|
django-bootstrap-assets|
django-brake|
django-cache-throttle|
django-canjs|
django-chainable-manager|
django-ckedit|
django-cms-lite|
django-cmskit|
django-comments-extension|
django-contentrelations|
django-cookie-law-nl|
django-cookie-message|
django-cookieless|
django-cookieless|setuptools
django-cumulus|pyrax
django-data-importer|
django-debugging|
django-dojo|
django-dummyimage|
django-erroneous|
django-fakeimg|
django-fancy-apps|
django-featured-item|
django-files|
django-flatpages-i18n|
django-flea-market|
django-fluent-contents|
django-fluent-contents|Markdown
django-fluent-contents|Pillow
django-fluent-contents|Pygments
django-fluent-contents|disqus
django-fluent-contents|django-disqus
django-fluent-contents|django-polymorphic
django-fluent-contents|django-template-analyzer
django-fluent-contents|django-wysiwyg
django-fluent-contents|micawber
django-fluent-contents|textile
django-fluent-pages|
django-fluent-pages|Pillow
django-fluent-pages|django-fluent-contents
django-fluent-pages|django-mptt
django-fluent-pages|django-polymorphic
django-fluent-pages|django-polymorphic-tree
django-fluent-pages|django-wysiwyg
django-form-extensions|
django-forums|
django-frontend-skeleton|
django-ga-tracking|
django-geoaware|
django-geojson-tiles|
django-gevent-deploy|
django-gmaps|
django-google-dfp|
django-google-urchin|
django-granular-access|
django-hashlink|
django-herokuapp|
django-iadmin|
django-iban|
django-infinite-memcached|
django-infuse|
django-international|
django-jsonresponse|
django-last-modified|
django-latest-tweets|requests
django-latest-tweets|twitter
django-model-validators|
django-mongo-auth|
django-monkey-team|
django-msgpack-serializer|
django-mysql-pymysql|
django-never-cache-post|
django-openzoom|
django-oscar-accounts|
django-oscar-accounts|coverage
