package|requirement
021|
100bot|requests
100bot|slackclient
51PubModules|
51pub_pymodules|
AAUtility|
APScheduler|pytest-tornado5
Adafruit-BME280|Adafruit-GPIO
AnkiTools|appdirs
AnkiTools|bs4
AnkiTools|openpyxl
AnkiTools|psutil
AnkiTools|pyexcel-xlsx
AnkiTools|requests
Anvil-Test|selenium
ArithSmcho|
Asset_Allocation|
AstroSynthWrappers|astropy
AstroSynthWrappers|numpy
AstroSynthWrappers|pandas
AstroSynthWrappers|pymongo
AstroSynthWrappers|scipy
AstroSynthWrappers|tqdm
AsyncSpider|
AuToGraFS|ase
AuToGraFS|numpy
AuToGraFS|scipy
AudioRec|
Auth0-ci|
Avalara-Python-SDK|
BaiduGrabber|
BaseCon|
BayesicFitting|astropy
BayesicFitting|future
BayesicFitting|matplotlib
BayesicFitting|numpy
BayesicFitting|scipy
Beamr|docopt
Beamr|ply
Beamr|pyaml
Biofuel-MyProject|
Bis-Miner|
Bluetin-Echo|RPi.GPIO
Carillon|
Cartridge|black
CeroCoinClient|
Chern|
CherryPy|sphinxcontrib-apidoc
ChromeController|
Cipher-Bot|
CloeePy-Mongoengine|
CodeChat|black
Comrade|
Coordconv|
CorpConv|
Cosmos-Coin-Masternode-Setup|paramiko
DKVTools|
Dandelyon|
Dans-Diffraction|
DecayLanguage|
DecayLanguage|attrs
DecayLanguage|graphviz
DecayLanguage|importlib-resources
DecayLanguage|lark-parser
DecayLanguage|numpy
DecayLanguage|pandas
DecayLanguage|plumbum
DecayLanguage|pytest
DecayLanguage|pytest-cov
DecayLanguage|sphinx-rtd-theme
Decibel|
DeepJetCore|
DelumoWave|pyserial
DigitColumnGraph|
DingCrypto|
DiscordHooks|
Domoticzpy|requests
DotsAndBoxes|PyQt5
DustCli|
DustCli|colorlog
DustCli|pbxproj
DustCli|python-gitlab
DustCli|requests
EMD-signal|black
EMaligner|
EPCPyYes|
EVT-CAN-Tools|
Easy-Openshift|
Echoer|
FACe_lib|
FLORIS|black
FileLock-git|
FileSampler|
FirebaseData|blinker
Flask-CAS-fork|Flask
Flask-CAS-fork|xmltodict
Flask-CeleryExt|pytest-pydocstyle
Flask-ClickHouse|
Flask-Firehose|Flask
Flask-Graphite|
Flask-IIIF|pytest-invenio
Flask-Language|
Flask-Matomo|
Flask-OASSchema|black
Flask-PRBAC|
Flask-RouteBuilder|
Flask-Session-Imp|Flask
Flask-Sitemap|pytest-pydocstyle
Flask-Storm|black
Flask-Stupe|
FlexGet|black
FlowUtils|
Fyre|
GLRParser|
GazeboMotionCapture|
GazeboMotionCapture|numpy
GazeboMotionCapture|pygazebo
GazeboMotionCapture|pyquaternion
GeoNode|geonode-announcements
GlobalPayments.Api|
Gofri|
GooglePictureCrawlerWithSQS|
GooglePictureCrawlerWithSQS|boto3
GooglePictureCrawlerWithSQS|bs4
GooglePictureCrawlerWithSQS|requests
GooglePictureCrawlerWithSQS|setuptools
GooglePictureCrawlerWithSQS|urllib3
GraVE|
HUFlickrHelper|
HttpApiClient|
ICS-VSBIO|
IDUtils|pytest-invenio
IGC|
ImmutaPy|
JFlink|
JsonLogFormatter|
KNet|
KVS|
MLData|six
MLedu|numpy
MPCHelloWorld|
MPESA-python-module|
MacSAFER|
MathDownCompat|
Mesa|black
MetaMusic|
MetaMusic|Flask
MetaMusic|Flask-SQLAlchemy
MetaMusic|Jinja2
MetaMusic|MarkupSafe
MetaMusic|SQLAlchemy
MetaMusic|Werkzeug
MetaMusic|attrs
MetaMusic|beautifulsoup4
MetaMusic|bs4
MetaMusic|certifi
MetaMusic|chardet
MetaMusic|click
MetaMusic|idna
MetaMusic|itsdangerous
MetaMusic|numpy
MetaMusic|pathlib
MetaMusic|psycopg2
MetaMusic|py
MetaMusic|pytest
MetaMusic|python-magic
MetaMusic|requests
MetaMusic|six
MetaMusic|urllib3
Mezzanine|black
MiscMod|
MonzoOAuth|
Mopidy|black
Mopidy-ALSAMixer|black
Mopidy-Beets|black
Mopidy-GMusic|black
Mopidy-InternetArchive|black
Mopidy-Iris|black
Mopidy-MPRIS|black
Mopidy-MusicBox-Webclient|black
Mopidy-NAD|black
Mopidy-Pandora|black
Mopidy-Podcast|black
Mopidy-Podcast-iTunes|black
Mopidy-Scrobbler|black
Mopidy-SomaFM|black
Mopidy-SoundCloud|black
Mopidy-Spotify|black
Mopidy-TuneIn|black
Mopidy-Webhooks|black
Mopidy-YouTube|black
Mopidy-dLeyna|black
MqttImageUploader|
Msgr|
MultiRunner|
My-First-BOT|
NCP-ELSA|
NUAAiCal|
NUAAiCal|icalendar
NUAAiCal|lxml
NUAAiCal|pytz
NUAAiCal|six
NUAAiCal|zeep
NanoSV|
Neu|
NiceJuzi|
NimingCypher|
Noh|nose
OASYS1-ALS-ShadowOui|
OSVM|matplotlib
OSVM|numpy
OSVM|pandas
Orange3-Textable-Prototypes|lxa5crab
PCRegression|numpy
PCRegression|scikit-learn
PCRegression|scipy
PHEnix|
PPark|
PasteBunny|
PiPilot|
PiPilot|autobahn
PiPilot|pyserial
PicoMusic|begins
PicoMusic|ipython
PicoMusic|py
PicoMusic|pyglet
PicoMusic|radiant-voices
PicoMusic|sunvox-dll-python
PmedConnect|
PmedConnect|progressbar2
Procountor|requests
Procountor|requests-toolbelt
PyCBC|lalsuite
PyCygwin|
PyEELS|
PyEventLogViewer|
PyFladesk|
PyGWP|numpy
PyHamcrest|black
PyImp|
PyMCP2221A|
PyMesaHandler|
PyMimircache|
PyMimircache|matplotlib
PyMimircache|mmh3
PyMimircache|numpy
PyMysqlDB|
PyOSGPUP|matplotlib
PyOSGPUP|numpy
PyPNS|
PyPi-SemanticVer|
PyQt5Designer|
PyQt5Singleton|PyQt5
PyQt5Singleton|sip
PyScada|
PyScada|numpy
PyScada|psutil
PyScada|pymodbus
PyScada|pyserial
PyScada|python-daemon
PyScada|pytz
PySkeletor|click
PyU4V|prettytable
PyU4V|requests
PyU4V|six
PyU4V|urllib3
PyUnityVibes|numpy
PyZabbixApi|
Pyiiko|
Pyrebase3|
PythonCK|
RATTSeminarFri|
RESTEasy|pytest
RESTEasy|pytest-cov
RESTEasy|requests
RESTEasy|responses
ROPgadget4ROPGenerator|
RSSIngest|
RawQuant|
ReCalc|
Recursion-abhi|
Red-Lavalink|
Red-Lavalink|aiohttp
Red-Lavalink|discord.py
Red-Lavalink|pytest
Red-Lavalink|pytest-asyncio
Red-Lavalink|sphinx-rtd-theme
Red-Lavalink|sphinxcontrib-asyncio
Redistr|
Redistr|msgpack-python
Redistr|redis
RegscorePy|numpy
RegscorePy|pandas
Resize-CMD|
S3CachedStorage|
SAFMI|
SAFMI_AFM|
SAFMI_UserImageProcessing|
SAFMI_UserPrediction|
SKLogging|
SMPyBandits|
SMPyBandits|docopt
SMPyBandits|ipython
SMPyBandits|joblib
SMPyBandits|matplotlib
SMPyBandits|nbsphinx
SMPyBandits|numba
SMPyBandits|numpy
SMPyBandits|recommonmark
SMPyBandits|scikit-learn
SMPyBandits|scikit-optimize
SMPyBandits|scipy
SMPyBandits|seaborn
SMPyBandits|sphinx-rtd-theme
SMPyBandits|tqdm
SNE_lab|
SPOJ-CMD|
Schedy|requests
Schedy|six
Schedy|tabulate
ScotlandPYard|
ScotlandPYard|PyQt5
ScotlandPYard|numpy
ScotlandPYard|scipy
Scrap-Sensa|
SeCo|msgpack-python
SeCo|simplejson
SeleniumFramework|
SenseMe|
Shouter|
SiLens|
SocialOrgan|
SoundFile|cffi
SoundFile|numpy
Surreal|symphony
TESPy|
TESPy|CoolProp
TESPy|matplotlib
TESPy|numpy
TESPy|pandas
TESPy|pytest
TESPy|scipy
TESPy|sphinx-rtd-theme
TESPy|tabulate
TFTree|numpy
TFTree|scikit-learn
TFTree|scipy
TFTree|tensorflow
TagStats|
Telethon-aio|
Telethon-aio|pyaes
Telethon-aio|rsa
Template-Toolkit-Python|
ThinkingDataSdk|requests
ThreadFixProAPI|
TradeInterface|
TwitterGraph|
TwitterGraph|selenium
URF|
UTRme|
UTRme|argparse
UTRme|fuzzywuzzy
UTRme|matplotlib
UTRme|numpy
UTRme|pandas
UTRme|pyfaidx
UTRme|pysam
UTRme|regex
UTRme|scipy
UTRme|seaborn
UTRme|twine
UW-Django-SAML2|Django
UW-Django-SAML2|mock
UW-Django-SAML2|python3-saml
UserImageProcessing|
UserPrediction|
Utilize|
Utilize|BaseCon
Utilize|pymemcache
Utilize|redis
VisiLibity|
WebPy-GraphQL|
WebPy-GraphQL|graphql-core
WebPy-GraphQL|graphql-server-core
WebPy-GraphQL|six
WebPy-GraphQL|web.py
WrightTools|black
XStatic-AbrilFatFace|
YAPSSTV|
YamlInfo|PyYAML
Yatcobot|
YellowPushSMS|
Yoda-Speech|
a2p2|
aa-utility-package|
aapippackage|
aautilitypackage|
abacusevents|
abci|black
abi2doc|
abot|aiohttp
abot|click
abrox|
ac-messager|requests
ace_components|
acoustics-hardware|
actin|
activation|
acumos|
acumos|appdirs
acumos|dill
acumos|filelock
acumos|grpcio
acumos|numpy
acumos|protobuf
acumos|requests
acumos|typing-inspect
acumos-dcae-model-runner|
acumos-dcae-model-runner|acumos
addmultiple|
adminschUtils|
aelog|colorlog
agario-bot|
agilego|
aictoolbox|
aide-document|
aide_render|
aiida-vasp|
aiida-vasp|astroid
aiida-vasp|coverage
aiida-vasp|lxml
aiida-vasp|matplotlib
aiida-vasp|packaging
aiida-vasp|parsevasp
aiida-vasp|pg8000
aiida-vasp|pgtest
aiida-vasp|pre-commit
aiida-vasp|pylint
aiida-vasp|pymatgen
aiida-vasp|pytest
aiida-vasp|pytest-cov
aiida-vasp|pytest-timeout
aiida-vasp|sqlalchemy-diff
aiida-vasp|subprocess32
aiida-wannier90|
aiida-wannier90|aiida-core
aiida-wannier90|ase
aiida-wannier90|pgtest
aiida-wannier90|prospector
aiida-wannier90|pytest-datadir
aiida-wannier90|yapf
aimfast|astLib
ainject|
aio-sf-streaming|
aio-sf-streaming|aiohttp
aio-sf-streaming|asynctest
aio-sf-streaming|coverage
aio-sf-streaming|pytest
aio-sf-streaming|pytest-asyncio
aio-sf-streaming|pytest-cov
aio-sf-streaming|sphinx-autobuild
aio-sf-streaming|sphinx-autodoc-typehints
aio-sf-streaming|sphinxcontrib-asyncio
aioapp|aiozipkin
aioapp|attrs
aioapp|yarl
aioari|
aiocache|black
aiocarbon|immutables
aioclustermanager|
aiocontext|
aioexec|
aiogbchat|
aiogbchat|PyQt5
aiohttp-baseapi|
aiohttp-i18n|
aiohttp-i18n|aiohttp
aiohttp-i18n|flake8
aiohttp-i18n|mypy
aiohttp-i18n|pyfakefs
aiohttp-i18n|pytest
aiohttp-i18n|pytest-aiohttp
aiohttp-i18n|pytest-cov
aiohttp-i18n|pytest-mock
aiohttp-jwt|PyJWT
aiohttp-jwt|aiohttp
aiohttp-requests|aiodns
aiohttp-requests|aiohttp
aiohttp-requests|cchardet
aiohttp_cas|aiohttp
aiohttp_cas|aiohttp-session
aiohttp_cas|lxml
aiohue|
aiohue|aiohttp
aiohue|asyncio-throttle
aiojsonrpc2|
aiolib|
aiopylimit|
aiorm|
aiortc|
aiortc|aiohttp
aiortc|aioice
aiortc|av
aiortc|cffi
aiortc|coverage
aiortc|cryptography
aiortc|dataclasses
aiortc|numpy
aiortc|pyee
aioservices|
aioshim|
aiosocksy|
aiosqlite-fork|
aiostorage|
aiostratum-proxy|
aiostratum-proxy|PyYAML
aiostratum-proxy|aiojsonrpc2
airscooter|
airtiler|
aiy-voice-only|
ajson-rpc2|
ak-vendor|black
akita|pytest
alfa|
alfred-py|
alfredcmd|
alidns|
aliqat|
aliyun-api|appier
aliyun-python-sdk-cloudphoto|
aliyun-python-sdk-dysmsapi|aliyun-python-sdk-core
all-badge|
allen-bradley-toolkit|lxml
allennlp|black
allennlp|jsonnet
allure-robotframework|allure-python-commons
altair|black
amatino|
amazon_review_scraper|
ami|
amimageresizer|
analyticlab|numpy
analyticlab|quantities
analyticlab|scipy
analyticlab|sympy
andonapp|requests
androidact|
anime.rank|click
anime.rank|requests-html
aniso8601|black
ann_visualizer|
annexremote|coverage
annexremote|nose
annofilt|
ansible-discover|PyYAML
ansible-discover|click
ansible-discover|ruamel.yaml
ansible-exec|
ansible-generator|black
ansible-lint|black
antinex-client|
antinex-client|colorlog
antinex-client|coverage
antinex-client|flake8
antinex-client|matplotlib
antinex-client|mock
antinex-client|numpy
antinex-client|pandas
antinex-client|pep8
antinex-client|pipenv
antinex-client|pycodestyle
antinex-client|pylint
antinex-client|recommonmark
antinex-client|requests
antinex-client|seaborn
antinex-client|sphinx-autobuild
antinex-client|sphinx-rtd-theme
antinex-client|tqdm
antinex-client|unittest2
antinex-core|
antinex-core|antinex-utils
antinex-core|celery
antinex-core|celery-connectors
antinex-core|celery-loaders
antinex-core|colorlog
antinex-core|coverage
antinex-core|flake8
antinex-core|future
antinex-core|keras
antinex-core|matplotlib
antinex-core|mock
antinex-core|numpy
antinex-core|pandas
antinex-core|pep8
antinex-core|pipenv
antinex-core|pycodestyle
antinex-core|pylint
antinex-core|recommonmark
antinex-core|requests
antinex-core|scikit-learn
antinex-core|seaborn
antinex-core|sphinx-autobuild
antinex-core|sphinx-bootstrap-theme
antinex-core|sphinx-rtd-theme
antinex-core|tensorflow
antinex-core|tqdm
antinex-core|unittest2
antinex-utils|
antinex-utils|celery
antinex-utils|celery-connectors
antinex-utils|celery-loaders
antinex-utils|colorlog
antinex-utils|coverage
antinex-utils|flake8
antinex-utils|future
antinex-utils|keras
antinex-utils|matplotlib
