7,562,254,228,216,100
562,311,254,228,216,100
562,518,254,228,216,100
562,677,254,228,216,100
562,888,254,228,216,100
562,889,254,228,216,100
562,1028,254,228,216,100
562,1120,254,228,216,100
562,1169,254,228,216,100
11,222,254,228,216,100
16,1201,254,228,216,100
18,168,254,228,216,100
18,489,254,228,216,100
18,921,254,228,216,100
23,694,254,228,216,100
694,96,254,228,216,100
694,173,254,228,216,100
694,311,254,228,216,100
694,845,254,228,216,100
694,888,254,228,216,100
694,1008,254,228,216,100
32,154,254,228,216,100
32,222,254,228,216,100
32,953,254,228,216,100
953,951,254,228,216,100
47,1059,254,228,216,100
57,913,254,228,216,100
58,316,254,228,216,100
63,222,254,228,216,100
67,65,254,228,216,100
67,266,254,228,216,100
67,518,254,228,216,100
67,888,254,228,216,100
67,889,254,228,216,100
67,951,254,228,216,100
67,993,254,228,216,100
67,1120,254,228,216,100
67,1169,254,228,216,100
1120,953,254,228,216,100
68,1030,254,228,216,100
76,222,254,228,216,100
78,953,254,228,216,100
82,222,254,228,216,100
83,222,254,228,216,100
84,853,254,228,216,100
84,854,254,228,216,100
87,154,254,228,216,100
88,316,254,228,216,100
97,222,254,228,216,100
106,316,254,228,216,100
106,599,254,228,216,100
599,98,254,228,216,100
599,518,254,228,216,100
599,595,254,228,216,100
599,609,254,228,216,100
599,888,254,228,216,100
109,316,254,228,216,100
110,316,254,228,216,100
112,154,254,228,216,100
128,621,254,228,216,100
128,951,254,228,216,100
132,316,254,228,216,100
136,599,254,228,216,100
137,599,254,228,216,100
139,316,254,228,216,100
141,222,254,228,216,100
160,222,254,228,216,100
161,222,254,228,216,100
174,222,254,228,216,100
174,1013,254,228,216,100
175,222,254,228,216,100
221,222,254,228,216,100
226,581,254,228,216,100
226,677,254,228,216,100
226,903,254,228,216,100
226,951,254,228,216,100
226,1008,254,228,216,100
229,518,254,228,216,100
229,562,254,228,216,100
229,888,254,228,216,100
229,889,254,228,216,100
229,1028,254,228,216,100
229,1120,254,228,216,100
229,1169,254,228,216,100
232,491,254,228,216,100
236,650,254,228,216,100
236,1137,254,228,216,100
249,714,254,228,216,100
249,838,254,228,216,100
255,1008,254,228,216,100
256,257,254,228,216,100
256,301,254,228,216,100
256,650,254,228,216,100
256,967,254,228,216,100
256,968,254,228,216,100
262,255,254,228,216,100
262,316,254,228,216,100
267,53,254,228,216,100
267,823,254,228,216,100
267,951,254,228,216,100
288,222,254,228,216,100
296,222,254,228,216,100
300,518,254,228,216,100
300,562,254,228,216,100
300,888,254,228,216,100
300,889,254,228,216,100
300,1028,254,228,216,100
300,1120,254,228,216,100
300,1169,254,228,216,100
306,167,254,228,216,100
306,305,254,228,216,100
306,742,254,228,216,100
314,255,254,228,216,100
320,318,254,228,216,100
320,319,254,228,216,100
322,518,254,228,216,100
322,888,254,228,216,100
322,889,254,228,216,100
322,1120,254,228,216,100
322,1169,254,228,216,100
329,316,254,228,216,100
336,222,254,228,216,100
347,717,254,228,216,100
347,952,254,228,216,100
717,316,254,228,216,100
354,222,254,228,216,100
358,1053,254,228,216,100
366,316,254,228,216,100
381,222,254,228,216,100
384,562,254,228,216,100
384,1053,254,228,216,100
387,222,254,228,216,100
402,1053,254,228,216,100
405,316,254,228,216,100
408,14,254,228,216,100
408,851,254,228,216,100
414,14,254,228,216,100
414,585,254,228,216,100
414,903,254,228,216,100
414,921,254,228,216,100
415,316,254,228,216,100
428,14,254,228,216,100
428,225,254,228,216,100
440,14,254,228,216,100
440,960,254,228,216,100
444,240,254,228,216,100
444,266,254,228,216,100
444,311,254,228,216,100
444,312,254,228,216,100
444,338,254,228,216,100
444,406,254,228,216,100
444,412,254,228,216,100
444,466,254,228,216,100
444,518,254,228,216,100
444,519,254,228,216,100
444,609,254,228,216,100
444,697,254,228,216,100
444,781,254,228,216,100
444,845,254,228,216,100
444,846,254,228,216,100
444,880,254,228,216,100
444,888,254,228,216,100
444,889,254,228,216,100
444,890,254,228,216,100
444,892,254,228,216,100
444,894,254,228,216,100
444,1062,254,228,216,100
444,1120,254,228,216,100
444,1169,254,228,216,100
444,1190,254,228,216,100
444,1191,254,228,216,100
453,378,254,228,216,100
453,398,254,228,216,100
454,359,254,228,216,100
454,426,254,228,216,100
454,427,254,228,216,100
457,455,254,228,216,100
461,316,254,228,216,100
461,953,254,228,216,100
462,222,254,228,216,100
469,997,254,228,216,100
470,59,254,228,216,100
470,96,254,228,216,100
470,237,254,228,216,100
470,728,254,228,216,100
470,951,254,228,216,100
470,1008,254,228,216,100
475,301,254,228,216,100
475,620,254,228,216,100
475,918,254,228,216,100
475,940,254,228,216,100
475,1148,254,228,216,100
476,92,254,228,216,100
476,174,254,228,216,100
476,175,254,228,216,100
476,517,254,228,216,100
476,650,254,228,216,100
476,661,254,228,216,100
476,744,254,228,216,100
476,888,254,228,216,100
476,951,254,228,216,100
476,979,254,228,216,100
476,1043,254,228,216,100
476,1044,254,228,216,100
476,1045,254,228,216,100
476,1046,254,228,216,100
476,1047,254,228,216,100
477,502,254,228,216,100
477,922,254,228,216,100
481,714,254,228,216,100
487,535,254,228,216,100
492,631,254,228,216,100
496,222,254,228,216,100
496,694,254,228,216,100
501,518,254,228,216,100
501,604,254,228,216,100
501,650,254,228,216,100
501,677,254,228,216,100
501,888,254,228,216,100
501,889,254,228,216,100
501,921,254,228,216,100
501,951,254,228,216,100
501,959,254,228,216,100
501,993,254,228,216,100
501,1028,254,228,216,100
501,1143,254,228,216,100
505,222,254,228,216,100
511,518,254,228,216,100
511,888,254,228,216,100
511,889,254,228,216,100
511,1028,254,228,216,100
511,1120,254,228,216,100
511,1169,254,228,216,100
512,14,254,228,216,100
512,21,254,228,216,100
516,518,254,228,216,100
516,888,254,228,216,100
516,889,254,228,216,100
516,1120,254,228,216,100
516,1169,254,228,216,100
520,24,254,228,216,100
520,144,254,228,216,100
523,1008,254,228,216,100
546,699,254,228,216,100
575,301,254,228,216,100
575,604,254,228,216,100
