372,270,251,116,84,100
372,266,251,116,84,100
372,369,251,116,84,100
372,354,251,116,84,100
322,362,251,116,84,100
322,177,251,116,84,100
322,223,251,116,84,100
322,279,251,116,84,100
322,270,251,116,84,100
322,266,251,116,84,100
322,369,251,116,84,100
322,159,251,116,84,100
322,114,251,116,84,100
322,310,251,116,84,100
322,272,251,116,84,100
322,274,251,116,84,100
322,268,251,116,84,100
389,322,251,116,84,100
389,384,251,116,84,100
389,177,251,116,84,100
389,301,251,116,84,100
389,390,251,116,84,100
143,280,251,116,84,100
143,290,251,116,84,100
188,197,251,116,84,100
381,322,251,116,84,100
381,22,251,116,84,100
381,390,251,116,84,100
387,322,251,116,84,100
387,381,251,116,84,100
387,384,251,116,84,100
387,389,251,116,84,100
387,383,251,116,84,100
387,22,251,116,84,100
387,301,251,116,84,100
387,390,251,116,84,100
25,22,251,116,84,100
25,85,251,116,84,100
25,279,251,116,84,100
25,270,251,116,84,100
25,266,251,116,84,100
385,322,251,116,84,100
385,381,251,116,84,100
385,384,251,116,84,100
362,85,251,116,84,100
362,326,251,116,84,100
362,266,251,116,84,100
362,278,251,116,84,100
362,335,251,116,84,100
362,114,251,116,84,100
362,273,251,116,84,100
362,210,251,116,84,100
362,217,251,116,84,100
362,147,251,116,84,100
362,146,251,116,84,100
382,322,251,116,84,100
382,379,251,116,84,100
382,383,251,116,84,100
382,387,251,116,84,100
382,389,251,116,84,100
382,22,251,116,84,100
382,388,251,116,84,100
382,301,251,116,84,100
382,386,251,116,84,100
382,378,251,116,84,100
382,390,251,116,84,100
382,290,251,116,84,100
379,322,251,116,84,100
379,383,251,116,84,100
379,384,251,116,84,100
379,387,251,116,84,100
379,389,251,116,84,100
379,22,251,116,84,100
379,301,251,116,84,100
379,390,251,116,84,100
101,85,251,116,84,100
10,85,251,116,84,100
10,146,251,116,84,100
249,257,251,116,84,100
22,20,251,116,84,100
22,9,251,116,84,100
22,182,251,116,84,100
22,79,251,116,84,100
22,270,251,116,84,100
22,116,251,116,84,100
22,266,251,116,84,100
22,302,251,116,84,100
22,106,251,116,84,100
22,138,251,116,84,100
22,157,251,116,84,100
22,33,251,116,84,100
22,210,251,116,84,100
