0.6624102570895832,0.2251694280002581,0.0,255,255,255,0,4Suite-XML
0.4057481499044809,0.09241362748152528,0.0,255,255,255,0,AMQPQueue
0.8864238655491145,0.6828171160830477,0.0,255,255,255,0,AOPython
0.7057797474447031,0.5356019798152288,0.0,255,255,255,0,APNSWrapper
0.32156975145704686,0.9325763176963496,0.0,255,255,255,0,APScheduler
0.6186076709389612,0.5445286277874042,0.0,255,255,255,0,AWSpider
0.44037042367450197,0.10747073980397458,0.0,255,255,255,0,AccordionWidget
0.4445931572629484,0.9239457540983051,0.0,255,255,255,0,Achoo
0.6625482243022407,0.06602546777203959,0.0,255,255,255,0,AddOns
0.02888387412937692,0.5604014795164731,0.0,255,255,255,0,Adytum-NetCIDR
0.65568374902432,0.7838583637552057,0.0,255,255,255,0,Adytum-PyMonitor
0.6925529809247634,0.4268590081952736,0.0,255,255,255,0,Aglyph
0.5542306112275156,0.6242603329138349,0.0,255,255,255,0,AllPairs
0.6526161045030919,0.7670105397197868,0.0,255,255,255,0,Allegra
0.5807140915522322,0.22973368532381902,0.0,255,255,255,0,AmFast
0.783217615156261,0.2324014821288313,0.0,255,255,255,0,Anagrammer
0.14391687614818038,0.7699353466971209,0.0,255,255,255,0,AppState
0.2903230609345884,0.45676972527999415,0.0,255,255,255,0,Apydia
0.19874907292313518,0.8147961342851969,0.0,255,255,255,0,ArcRstats
0.45224235669206475,0.761231355613834,0.0,255,255,255,0,Argot
0.2760937082901298,0.05308021797931405,0.0,255,255,255,0,Arm4
0.6180802903874066,0.5685990951981077,0.0,255,255,255,0,Aspyct
0.032485303355602624,0.44812928705762833,0.0,255,255,255,0,AsynCluster
0.5340833870392597,0.298489890999603,0.0,255,255,255,0,AsynQueue
0.864837706779817,0.7690423012816737,0.0,255,255,255,0,Atomisator
0.23311943722774392,0.37511683211833596,0.0,255,255,255,0,AuthKit
0.397150162509885,0.22478653445701424,0.0,255,255,255,0,AuthProxy
0.10953751959815042,0.7905779159928753,0.0,255,255,255,0,BIP
0.5820340875412455,0.6600563196981073,0.0,255,255,255,0,BabelDjango
0.6740940470133846,0.3116093534066601,0.0,255,255,255,0,BabelGladeExtractor
0.43092680678179995,0.8359323564073365,0.0,255,255,255,0,BareNecessities
0.618870452159593,0.7309549557261759,0.0,255,255,255,0,Beaker
0.47946261608649515,0.8499571508699585,0.0,255,255,255,0,Behaviour
0.5659030756379843,0.36662058509729983,0.0,255,255,255,0,BioNEB
0.6639018032465883,0.7524378848027368,0.0,255,255,255,0,BitBucket
0.6138756807704877,0.9371841050543352,0.0,255,255,255,0,BitTorrent-bencode
0.3066652311101562,0.8265152379941865,0.0,255,255,255,0,BlastOff
0.6143619692287491,0.8724870089853932,0.0,255,255,255,0,BlipApi
0.7139905272558043,0.5147588199254722,0.0,255,255,255,0,Blogmaker
0.7359054109547041,0.5108574722726991,0.0,255,255,255,0,Boodler
0.12466593287391173,0.584295641609569,0.0,255,255,255,0,Box2D
0.5754968085203814,0.2044509677766262,0.0,255,255,255,0,BrainFreeze
0.445797323348715,0.8083184507962284,0.0,255,255,255,0,BrightContent
0.597760242100125,0.9576037919485836,0.0,255,255,255,0,Buffet
0.5090447295099907,0.6344155191658989,0.0,255,255,255,0,BuffetMyghty
0.7957085973064763,0.645443381479836,0.0,255,255,255,0,BuffetString
0.910824211495762,0.6792288565388831,0.0,255,255,255,0,BuffetXSLT
0.3820530836529152,0.8793416560479532,0.0,255,255,255,0,BytecodeAssembler
0.060108117190262066,0.4895424712417516,0.0,255,255,255,0,CBlog
0.09806226836630423,0.4390681162575898,0.0,255,255,255,0,CIM
0.5651864590914549,0.40202156240000475,0.0,255,255,255,0,Camelot
0.557482011988373,0.9403187802816363,0.0,255,255,255,0,Canto
0.2442260848692615,0.25423207176961976,0.0,255,255,255,0,Catwalk
0.20321886232758582,0.8251107081518504,0.0,255,255,255,0,Cellulose
0.0858197514610896,0.6048467441361337,0.0,255,255,255,0,Chandler-AmazonPlugin
0.9474555607298843,0.5807329743602042,0.0,255,255,255,0,Chandler-DependencyPlugin
0.73846970111104,0.79484512817735,0.0,255,255,255,0,Chandler-EVDBPlugin
0.34173291923215987,0.278961750435539,0.0,255,255,255,0,Chandler-FeedsPlugin
0.6860817468758417,0.6499504329704211,0.0,255,255,255,0,Chandler-FlickrPlugin
0.8300734291057812,0.4581268236467039,0.0,255,255,255,0,Chandler-HelloWorldPlugin
0.8635212639224322,0.1727298433695472,0.0,255,255,255,0,Chandler-PhotoPlugin
0.45409343946413105,0.5821990148136343,0.0,255,255,255,0,Chandler-ReportPlugin
0.03549079053094818,0.46129702140109563,0.0,255,255,255,0,Chandler-XmppPlugin
0.8612532807212242,0.692903792279159,0.0,255,255,255,0,Chandler-debugPlugin
0.35430451369242977,0.6880437777020476,0.0,255,255,255,0,Chandler-gdataPlugin
0.15473390283699262,0.2670321870184105,0.0,255,255,255,0,ChatRelater
0.6411565101869111,0.6004087836469443,0.0,255,255,255,0,Checkpoint
0.3468286856759423,0.5009026487841611,0.0,255,255,255,0,Cheesecake
0.7912269849507174,0.8990257913590685,0.0,255,255,255,0,Cheetah
0.5843578810022759,0.31667734825969046,0.0,255,255,255,0,Chiplotle
0.5947030049094342,0.7330323517181874,0.0,255,255,255,0,CleverCSS
0.10081610543778101,0.24927202668273393,0.0,255,255,255,0,CleverHarold
0.3963049608072995,0.21231723437033473,0.0,255,255,255,0,Cleverbox
0.50649149530207,0.6918206101092691,0.0,255,255,255,0,ClientForm
