335,47,255,245,240,100
16,259,255,245,240,100
16,331,255,245,240,100
336,47,255,245,240,100
336,240,255,245,240,100
11,10,255,245,240,100
11,47,255,245,240,100
11,100,255,245,240,100
11,293,255,245,240,100
11,294,255,245,240,100
11,292,255,245,240,100
256,259,255,245,240,100
256,353,255,245,240,100
256,244,255,245,240,100
286,379,255,245,240,100
286,399,255,245,240,100
286,47,255,245,240,100
126,8,255,245,240,100
69,327,255,245,240,100
69,181,255,245,240,100
69,27,255,245,240,100
69,386,255,245,240,100
69,312,255,245,240,100
69,257,255,245,240,100
69,177,255,245,240,100
283,327,255,245,240,100
283,364,255,245,240,100
283,379,255,245,240,100
283,401,255,245,240,100
283,403,255,245,240,100
283,47,255,245,240,100
283,315,255,245,240,100
283,398,255,245,240,100
283,100,255,245,240,100
283,292,255,245,240,100
283,293,255,245,240,100
123,142,255,245,240,100
173,51,255,245,240,100
173,327,255,245,240,100
173,104,255,245,240,100
173,226,255,245,240,100
173,292,255,245,240,100
30,327,255,245,240,100
30,61,255,245,240,100
30,28,255,245,240,100
30,34,255,245,240,100
30,95,255,245,240,100
348,102,255,245,240,100
348,284,255,245,240,100
348,42,255,245,240,100
326,312,255,245,240,100
326,257,255,245,240,100
326,177,255,245,240,100
190,188,255,245,240,100
190,191,255,245,240,100
190,193,255,245,240,100
190,243,255,245,240,100
190,327,255,245,240,100
190,398,255,245,240,100
190,403,255,245,240,100
190,404,255,245,240,100
190,189,255,245,240,100
190,331,255,245,240,100
190,396,255,245,240,100
190,406,255,245,240,100
190,407,255,245,240,100
322,252,255,245,240,100
217,327,255,245,240,100
349,42,255,245,240,100
349,313,255,245,240,100
349,331,255,245,240,100
397,327,255,245,240,100
397,400,255,245,240,100
397,402,255,245,240,100
397,403,255,245,240,100
397,404,255,245,240,100
397,405,255,245,240,100
121,8,255,245,240,100
235,327,255,245,240,100
332,298,255,245,240,100
107,7,255,245,240,100
107,292,255,245,240,100
